"","Category","ID","Name","PValue","QValueFDRBH","QValueFDRBY","QValueBonferroni","TotalGenes","GenesInTerm","GenesInQuery","GenesInTermInQuery","Source","URL"
"18","GeneOntologyMolecularFunction","GO:0005164","tumor necrosis factor receptor binding",0.00784232070924003,0.137993369745521,0.891703518453949,1,19968,35,76,2," "," "
"19","GeneOntologyMolecularFunction","GO:0140358","P-type transmembrane transporter activity",0.00828330296680612,0.137993369745521,0.891703518453949,1,19968,36,76,2," "," "
"20","GeneOntologyMolecularFunction","GO:0015662","P-type ion transporter activity",0.00828330296680612,0.137993369745521,0.891703518453949,1,19968,36,76,2," "," "
"21","GeneOntologyMolecularFunction","GO:0030296","protein tyrosine kinase activator activity",0.00828330296680612,0.137993369745521,0.891703518453949,1,19968,36,76,2," "," "
"22","GeneOntologyMolecularFunction","GO:0019903","protein phosphatase binding",0.00845641820167537,0.137993369745521,0.891703518453949,1,19968,210,76,4," "," "
"23","GeneOntologyMolecularFunction","GO:0140096","catalytic activity, acting on a protein",0.00963198894814919,0.150342784016763,0.971504571046695,1,19968,2451,76,17," "," "
"24","GeneOntologyMolecularFunction","GO:0019899","enzyme binding",0.0110714290420636,0.165610126087534,1,1,19968,2487,76,17," "," "
"25","GeneOntologyMolecularFunction","GO:0044389","ubiquitin-like protein ligase binding",0.0117853353677105,0.168410420842935,1,1,19968,358,76,5," "," "
"26","GeneOntologyMolecularFunction","GO:0046915","transition metal ion transmembrane transporter activity",0.0121968549914103,0.168410420842935,1,1,19968,44,76,2," "," "
"27","GeneOntologyMolecularFunction","GO:0019902","phosphatase binding",0.0182371907909142,0.178445021196952,1,1,19968,264,76,4," "," "
"28","GeneOntologyMolecularFunction","GO:0004904","interferon receptor activity",0.0188880133623268,0.178445021196952,1,1,19968,5,76,1," "," "
"29","GeneOntologyMolecularFunction","GO:0004464","leukotriene-C4 synthase activity",0.0188880133623268,0.178445021196952,1,1,19968,5,76,1," "," "
"30","GeneOntologyMolecularFunction","GO:0004579","dolichyl-diphosphooligosaccharide-protein glycotransferase activity",0.0188880133623268,0.178445021196952,1,1,19968,5,76,1," "," "
"31","GeneOntologyMolecularFunction","GO:0004576","oligosaccharyl transferase activity",0.0188880133623268,0.178445021196952,1,1,19968,5,76,1," "," "
"32","GeneOntologyMolecularFunction","GO:0015038","glutathione disulfide oxidoreductase activity",0.0188880133623268,0.178445021196952,1,1,19968,5,76,1," "," "
"33","GeneOntologyMolecularFunction","GO:0003831","beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity",0.0188880133623268,0.178445021196952,1,1,19968,5,76,1," "," "
"34","GeneOntologyMolecularFunction","GO:1990782","protein tyrosine kinase binding",0.0192558542054084,0.178445021196952,1,1,19968,149,76,3," "," "
"35","GeneOntologyMolecularFunction","GO:0032813","tumor necrosis factor receptor superfamily binding",0.0192820974303449,0.178445021196952,1,1,19968,56,76,2," "," "
"36","GeneOntologyMolecularFunction","GO:0008374","O-acyltransferase activity",0.0212671649894075,0.178445021196952,1,1,19968,59,76,2," "," "
"37","GeneOntologyMolecularFunction","GO:0019838","growth factor binding",0.0217079263915281,0.178445021196952,1,1,19968,156,76,3," "," "
"38","GeneOntologyMolecularFunction","GO:0001006","RNA polymerase III type 3 promoter sequence-specific DNA binding",0.022623148912188,0.178445021196952,1,1,19968,6,76,1," "," "
"39","GeneOntologyMolecularFunction","GO:0141053","histone H2A ubiquitin ligase activity",0.022623148912188,0.178445021196952,1,1,19968,6,76,1," "," "
"40","GeneOntologyMolecularFunction","GO:0120146","sulfatide binding",0.022623148912188,0.178445021196952,1,1,19968,6,76,1," "," "
"41","GeneOntologyMolecularFunction","GO:0000268","peroxisome targeting sequence binding",0.022623148912188,0.178445021196952,1,1,19968,6,76,1," "," "
"42","GeneOntologyMolecularFunction","GO:0015190","L-leucine transmembrane transporter activity",0.022623148912188,0.178445021196952,1,1,19968,6,76,1," "," "
"43","GeneOntologyMolecularFunction","GO:0019829","ATPase-coupled monoatomic cation transmembrane transporter activity",0.0233335008115487,0.178445021196952,1,1,19968,62,76,2," "," "
"44","GeneOntologyMolecularFunction","GO:0051087","protein-folding chaperone binding",0.0235594107379691,0.178445021196952,1,1,19968,161,76,3," "," "
"45","GeneOntologyMolecularFunction","GO:0004857","enzyme inhibitor activity",0.0250877188174463,0.178445021196952,1,1,19968,435,76,5," "," "
"46","GeneOntologyMolecularFunction","GO:0004714","transmembrane receptor protein tyrosine kinase activity",0.0254790506146108,0.178445021196952,1,1,19968,65,76,2," "," "
"47","GeneOntologyMolecularFunction","GO:0140678","molecular function inhibitor activity",0.0259306980568943,0.178445021196952,1,1,19968,596,76,6," "," "
"48","GeneOntologyMolecularFunction","GO:0004771","sterol ester esterase activity",0.0263442510402185,0.178445021196952,1,1,19968,7,76,1," "," "
"49","GeneOntologyMolecularFunction","GO:0010340","carboxyl-O-methyltransferase activity",0.0263442510402185,0.178445021196952,1,1,19968,7,76,1," "," "
"50","GeneOntologyMolecularFunction","GO:0051998","protein carboxyl O-methyltransferase activity",0.0263442510402185,0.178445021196952,1,1,19968,7,76,1," "," "
"51","GeneOntologyBiologicalProcess","GO:0043413","macromolecule glycosylation",5.35612879963913e-12,6.37647133597039e-09,5.32607616447737e-08,1.27529426719408e-08,20626,252,74,13," "," "
"52","GeneOntologyBiologicalProcess","GO:0006486","protein glycosylation",5.35612879963913e-12,6.37647133597039e-09,5.32607616447737e-08,1.27529426719408e-08,20626,252,74,13," "," "
"53","GeneOntologyBiologicalProcess","GO:0070085","glycosylation",1.27631443368348e-11,1.01296822220013e-08,8.46102118141499e-08,3.03890466660038e-08,20626,270,74,13," "," "
"54","GeneOntologyBiologicalProcess","GO:0009101","glycoprotein biosynthetic process",2.99744821555834e-11,1.7842310503111e-08,1.49031493568789e-07,7.1369242012444e-08,20626,357,74,14," "," "
"55","GeneOntologyBiologicalProcess","GO:0009100","glycoprotein metabolic process",3.46633879383055e-10,1.65067053362211e-07,1.37875582297931e-06,8.25335266811054e-07,20626,430,74,14," "," "
"56","GeneOntologyBiologicalProcess","GO:1901137","carbohydrate derivative biosynthetic process",7.02733231178923e-10,2.78867970572836e-07,2.32930091401113e-06,1.67320782343702e-06,20626,736,74,17," "," "
"57","GeneOntologyBiologicalProcess","GO:1901135","carbohydrate derivative metabolic process",1.11277434289169e-09,3.78502244346444e-07,3.161516261263e-06,2.6495157104251e-06,20626,1226,74,21," "," "
"58","GeneOntologyBiologicalProcess","GO:0006487","protein N-linked glycosylation",1.02686045829276e-08,3.05619343899382e-06,2.5527471499219e-05,2.44495475119505e-05,20626,76,74,7," "," "
"59","GeneOntologyBiologicalProcess","GO:0036211","protein modification process",1.92409759093067e-07,5.09030707111769e-05,0.000425178154701524,0.000458127636400592,20626,3397,74,31," "," "
"60","GeneOntologyBiologicalProcess","GO:0043412","macromolecule modification",6.36572692832399e-07,0.000151567958163394,0.0012660019103649,0.00151567958163394,20626,3580,74,31," "," "
"61","GeneOntologyBiologicalProcess","GO:0018279","protein N-linked glycosylation via asparagine",1.53595693086636e-06,0.000332464859308436,0.00277697972654574,0.0036571134523928,20626,24,74,4," "," "
"62","GeneOntologyBiologicalProcess","GO:0006493","protein O-linked glycosylation",2.10848194041984e-06,0.000418357958344971,0.00349441914306272,0.00502029550013965,20626,105,74,6," "," "
"63","GeneOntologyBiologicalProcess","GO:0006457","protein folding",2.79395217593616e-06,0.000508686593887944,0.00424890727197701,0.00665240013090399,20626,246,74,8," "," "
"64","GeneOntologyBiologicalProcess","GO:0005975","carbohydrate metabolic process",2.99101735171407e-06,0.000508686593887944,0.00424890727197701,0.00712161231443121,20626,646,74,12," "," "
"65","GeneOntologyBiologicalProcess","GO:0051604","protein maturation",1.22338827967775e-05,0.00194192499594181,0.016220319811905,0.0291288749391272,20626,619,74,11," "," "
"66","GeneOntologyBiologicalProcess","GO:0051084","'de novo' post-translational protein folding",1.39783426225499e-05,0.00208015211151821,0.0173748896464824,0.0332824337842913,20626,41,74,4," "," "
"67","GeneOntologyBiologicalProcess","GO:0016266","O-glycan processing",1.69422054194771e-05,0.00237290535904559,0.0198201701340355,0.0403393911037751,20626,43,74,4," "," "
"68","GeneOntologyBiologicalProcess","GO:0006458","'de novo' protein folding",2.22212038651231e-05,0.00293937146682545,0.0245516924379327,0.0529086864028581,20626,46,74,4," "," "
"69","GeneOntologyBiologicalProcess","GO:0001819","positive regulation of cytokine production",4.4450823591026e-05,0.00557039005106489,0.046527805293276,0.105837410970233,20626,586,74,10," "," "
"70","GeneOntologyBiologicalProcess","GO:0045687","positive regulation of glial cell differentiation",5.98304228364328e-05,0.00712281183867733,0.0594947210756389,0.142456236773547,20626,59,74,4," "," "
"71","GeneOntologyBiologicalProcess","GO:0001816","cytokine production",0.000121899850367998,0.0138211211298192,0.115443699088913,0.290243543726202,20626,1091,74,13," "," "
"72","GeneOntologyBiologicalProcess","GO:0006986","response to unfolded protein",0.000192288587974365,0.0203346024970644,0.169848864626402,0.457839127966963,20626,148,74,5," "," "
"73","GeneOntologyBiologicalProcess","GO:0061077","chaperone-mediated protein folding",0.000196428331555011,0.0203346024970644,0.169848864626402,0.467695857432482,20626,80,74,4," "," "
"74","GeneOntologyBiologicalProcess","GO:0019221","cytokine-mediated signaling pathway",0.0002160145103344,0.0214304395460919,0.179002064381339,0.514330549106205,20626,577,74,9," "," "
"75","GeneOntologyBiologicalProcess","GO:0001817","regulation of cytokine production",0.000235746789417383,0.0220195144215824,0.183922430973036,0.56131310560279,20626,1010,74,12," "," "
"76","GeneOntologyBiologicalProcess","GO:0051674","localization of cell",0.000263577144239744,0.0220195144215824,0.183922430973036,0.627577180434829,20626,7,74,2," "," "
"77","GeneOntologyBiologicalProcess","GO:0050891","multicellular organismal-level water homeostasis",0.000267152780325854,0.0220195144215824,0.183922430973036,0.636090769955858,20626,35,74,3," "," "
"78","GeneOntologyBiologicalProcess","GO:0051085","chaperone cofactor-dependent protein refolding",0.000267152780325854,0.0220195144215824,0.183922430973036,0.636090769955858,20626,35,74,3," "," "
"79","GeneOntologyBiologicalProcess","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport",0.000268192321808438,0.0220195144215824,0.183922430973036,0.63856591822589,20626,159,74,5," "," "
"80","GeneOntologyBiologicalProcess","GO:0140962","multicellular organismal-level chemical homeostasis",0.00030888693311917,0.0242924679303083,0.202907733137729,0.735459787756743,20626,90,74,4," "," "
"81","GeneOntologyBiologicalProcess","GO:0006954","inflammatory response",0.000316281606820478,0.0242924679303083,0.202907733137729,0.753066505839558,20626,1043,74,12," "," "
"82","GeneOntologyBiologicalProcess","GO:0035966","response to topologically incorrect protein",0.000327147325165007,0.0243418056630588,0.20331983649171,0.778937781217882,20626,166,74,5," "," "
"83","GeneOntologyBiologicalProcess","GO:0006952","defense response",0.000390078420657864,0.028144749078375,0.235084687632673,0.928776719586375,20626,2117,74,18," "," "
"84","GeneOntologyBiologicalProcess","GO:0014015","positive regulation of gliogenesis",0.00042734172678011,0.0299264897489247,0.249967035590803,1,20626,98,74,4," "," "
"85","GeneOntologyBiologicalProcess","GO:0045685","regulation of glial cell differentiation",0.000535231869911008,0.0364110594930889,0.304130710971032,1,20626,104,74,4," "," "
"86","GeneOntologyBiologicalProcess","GO:0010628","positive regulation of gene expression",0.000554695764275689,0.0366869615205671,0.30643523824773,1,20626,1446,74,14," "," "
"87","GeneOntologyBiologicalProcess","GO:0046320","regulation of fatty acid oxidation",0.000602327956182136,0.038760617937018,0.323755871292329,1,20626,46,74,3," "," "
"88","GeneOntologyBiologicalProcess","GO:0071345","cellular response to cytokine stimulus",0.00063346138840887,0.0393592364515459,0.328755953052058,1,20626,967,74,11," "," "
"89","GeneOntologyBiologicalProcess","GO:0050729","positive regulation of inflammatory response",0.000650456975318704,0.0393592364515459,0.328755953052058,1,20626,193,74,5," "," "
"90","GeneOntologyBiologicalProcess","GO:0006096","glycolytic process",0.000661221947947012,0.0393592364515459,0.328755953052058,1,20626,110,74,4," "," "
"91","GeneOntologyBiologicalProcess","GO:0030501","positive regulation of bone mineralization",0.000725432426238262,0.0421281611432513,0.351883954457055,1,20626,49,74,3," "," "
"92","GeneOntologyBiologicalProcess","GO:0046032","ADP catabolic process",0.00075606751908836,0.0428618276892711,0.358012052110984,1,20626,114,74,4," "," "
"93","GeneOntologyBiologicalProcess","GO:0009137","purine nucleoside diphosphate catabolic process",0.000833241055238382,0.0450897034664224,0.376620833439877,1,20626,117,74,4," "," "
"94","GeneOntologyBiologicalProcess","GO:0009181","purine ribonucleoside diphosphate catabolic process",0.000833241055238382,0.0450897034664224,0.376620833439877,1,20626,117,74,4," "," "
"95","GeneOntologyBiologicalProcess","GO:0031347","regulation of defense response",0.000877276609063207,0.0459470409129287,0.383781917208876,1,20626,1006,74,11," "," "
"96","GeneOntologyBiologicalProcess","GO:0019364","pyridine nucleotide catabolic process",0.000887679076856246,0.0459470409129287,0.383781917208876,1,20626,119,74,4," "," "
"97","GeneOntologyBiologicalProcess","GO:0046031","ADP metabolic process",0.000915817442810526,0.0463949219432311,0.38752293375914,1,20626,120,74,4," "," "
"98","GeneOntologyBiologicalProcess","GO:0009191","ribonucleoside diphosphate catabolic process",0.000944578788291881,0.0468550436442285,0.391366192977788,1,20626,121,74,4," "," "
"99","GeneOntologyBiologicalProcess","GO:0051549","positive regulation of keratinocyte migration",0.000965434980947197,0.0469122589721485,0.391844095532698,1,20626,13,74,2," "," "
"100","GeneOntologyBiologicalProcess","GO:0072526","pyridine-containing compound catabolic process",0.00100400065631085,0.0473762359657129,0.395719556859324,1,20626,123,74,4," "," "
"101","GeneOntologyCellularComponent","GO:0005783","endoplasmic reticulum",7.65996028600694e-13,2.0911691580799e-10,1.29412376491534e-09,2.0911691580799e-10,20904,2209,75,32," "," "
"102","GeneOntologyCellularComponent","GO:0031090","organelle membrane",9.68142392148761e-12,1.32151436528306e-09,8.17821523037441e-09,2.64302873056612e-09,20904,4034,75,41," "," "
"103","GeneOntologyCellularComponent","GO:0031984","organelle subcompartment",4.80739778012048e-11,4.37473197990964e-09,2.70731069194543e-08,1.31241959397289e-08,20904,1664,75,26," "," "
"104","GeneOntologyCellularComponent","GO:0005789","endoplasmic reticulum membrane",4.70099110441328e-10,2.80092367366612e-08,1.73335661335669e-07,1.28337057150483e-07,20904,1293,75,22," "," "
"105","GeneOntologyCellularComponent","GO:0098827","endoplasmic reticulum subcompartment",5.12989683821634e-10,2.80092367366612e-08,1.73335661335669e-07,1.40046183683306e-07,20904,1299,75,22," "," "
"106","GeneOntologyCellularComponent","GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network",7.66185862548428e-10,3.48614567459535e-08,2.15740747132725e-07,2.09168740475721e-07,20904,1327,75,22," "," "
"107","GeneOntologyCellularComponent","GO:0098588","bounding membrane of organelle",1.72121259824902e-08,6.71272913317118e-07,4.15418440211354e-06,4.69891039321982e-06,20904,2354,75,27," "," "
"108","GeneOntologyCellularComponent","GO:0000139","Golgi membrane",3.35243684111526e-08,1.14401907203058e-06,7.07978244089335e-06,9.15215257624467e-06,20904,721,75,15," "," "
"109","GeneOntologyCellularComponent","GO:0005794","Golgi apparatus",5.75585417690901e-07,1.7459424336624e-05,0.000108047959049438,0.000157134819029616,20904,1757,75,21," "," "
"110","GeneOntologyCellularComponent","GO:0005788","endoplasmic reticulum lumen",0.00018828318695374,0.00468455466582402,0.0289904501396453,0.0514013100383711,20904,332,75,7," "," "
"111","GeneOntologyCellularComponent","GO:0031931","TORC1 complex",0.000188754949904997,0.00468455466582402,0.0289904501396453,0.0515301013240642,20904,6,75,2," "," "
"112","GeneOntologyCellularComponent","GO:0030135","coated vesicle",0.000307998565202375,0.00700696735835402,0.0433627425280035,0.0840836083002482,20904,360,75,7," "," "
"113","GeneOntologyCellularComponent","GO:0048471","perinuclear region of cytoplasm",0.000476984337879354,0.0100166710954664,0.0619883478096346,0.130216724241064,20904,934,75,11," "," "
"114","GeneOntologyCellularComponent","GO:0030134","COPII-coated ER to Golgi transport vesicle",0.00066190537474201,0.0129071548074692,0.0798761578385379,0.180700167304569,20904,110,75,4," "," "
"115","GeneOntologyCellularComponent","GO:0038201","TOR complex",0.000819005867813455,0.0149059067942049,0.0922454701737555,0.223588601913073,20904,12,75,2," "," "
"116","GeneOntologyCellularComponent","GO:0031982","vesicle",0.000982702781925602,0.0167673662166056,0.103765145024767,0.268277859465689,20904,4427,75,28," "," "
"117","GeneOntologyCellularComponent","GO:0030662","coated vesicle membrane",0.0010572307171934,0.0169778815172822,0.105067922719394,0.288623985793798,20904,215,75,5," "," "
"118","GeneOntologyCellularComponent","GO:0008250","oligosaccharyltransferase complex",0.00112399717235625,0.0170472904474031,0.105497461121966,0.306851228053257,20904,14,75,2," "," "
"119","GeneOntologyCellularComponent","GO:0005791","rough endoplasmic reticulum",0.00157942694655878,0.0215591778205274,0.1334193566397,0.431183556410548,20904,64,75,3," "," "
"120","GeneOntologyCellularComponent","GO:0012507","ER to Golgi transport vesicle membrane",0.00157942694655878,0.0215591778205274,0.1334193566397,0.431183556410548,20904,64,75,3," "," "
"121","GeneOntologyCellularComponent","GO:0030133","transport vesicle",0.00258458850606938,0.0327075102002995,0.202411010500383,0.705592662156941,20904,519,75,7," "," "
"122","GeneOntologyCellularComponent","GO:0042579","microbody",0.00275557778244282,0.0327075102002995,0.202411010500383,0.75227273460689,20904,162,75,4," "," "
"123","GeneOntologyCellularComponent","GO:0005777","peroxisome",0.00275557778244282,0.0327075102002995,0.202411010500383,0.75227273460689,20904,162,75,4," "," "
"124","GeneOntologyCellularComponent","GO:0005795","Golgi stack",0.00334578641345628,0.0380583204530652,0.235524595228339,0.913399690873564,20904,171,75,4," "," "
"125","GeneOntologyCellularComponent","GO:0030658","transport vesicle membrane",0.00405672558896394,0.0442994434314862,0.274147896145563,1,20904,293,75,5," "," "
"126","GeneOntologyCellularComponent","GO:0032580","Golgi cisterna membrane",0.00470582835830536,0.0489708661079251,0.303057078734575,1,20904,94,75,3," "," "
"127","GeneOntologyCellularComponent","GO:0097038","perinuclear endoplasmic reticulum",0.00484327247221237,0.0489708661079251,0.303057078734575,1,20904,29,75,2," "," "
"128","GeneOntologyCellularComponent","GO:0030140","trans-Golgi network transport vesicle",0.00907118113961522,0.0828939567412358,0.512990730435205,1,20904,40,75,2," "," "
"129","GeneOntologyCellularComponent","GO:0031410","cytoplasmic vesicle",0.00914727448300518,0.0828939567412358,0.512990730435205,1,20904,2805,75,18," "," "
"130","GeneOntologyCellularComponent","GO:0005654","nucleoplasm",0.00923486163811236,0.0828939567412358,0.512990730435205,1,20904,4408,75,25," "," "
"131","GeneOntologyCellularComponent","GO:0097708","intracellular vesicle",0.00941286688270443,0.0828939567412358,0.512990730435205,1,20904,2813,75,18," "," "
"132","GeneOntologyCellularComponent","GO:0140534","endoplasmic reticulum protein-containing complex",0.0103078551345756,0.0839012793174385,0.519224564172484,1,20904,125,75,3," "," "
"133","GeneOntologyCellularComponent","GO:0032809","neuronal cell body membrane",0.0104291920822364,0.0839012793174385,0.519224564172484,1,20904,43,75,2," "," "
"134","GeneOntologyCellularComponent","GO:0030136","clathrin-coated vesicle",0.010449243577996,0.0839012793174385,0.519224564172484,1,20904,237,75,4," "," "
"135","GeneOntologyCellularComponent","GO:0070062","extracellular exosome",0.011628127910799,0.0865550438026539,0.535647433042447,1,20904,2224,75,15," "," "
"136","GeneOntologyCellularComponent","GO:0030425","dendrite",0.0116365388749457,0.0865550438026539,0.535647433042447,1,20904,858,75,8," "," "
"137","GeneOntologyCellularComponent","GO:0097447","dendritic tree",0.0117889559263606,0.0865550438026539,0.535647433042447,1,20904,860,75,8," "," "
"138","GeneOntologyCellularComponent","GO:0036477","somatodendritic compartment",0.0120782581252587,0.0865550438026539,0.535647433042447,1,20904,1228,75,10," "," "
"139","GeneOntologyCellularComponent","GO:0044298","cell body membrane",0.012370404958301,0.0865550438026539,0.535647433042447,1,20904,47,75,2," "," "
"140","GeneOntologyCellularComponent","GO:0031985","Golgi cisterna",0.0126820577000226,0.0865550438026539,0.535647433042447,1,20904,135,75,3," "," "
"141","GeneOntologyCellularComponent","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment",0.0142446065636597,0.0948482339482708,0.586969988240511,1,20904,141,75,3," "," "
"142","GeneOntologyCellularComponent","GO:0005773","vacuole",0.0163920321414406,0.103690438112704,0.641690126490508,1,20904,913,75,8," "," "
"143","GeneOntologyCellularComponent","GO:1903561","extracellular vesicle",0.0167268428806837,0.103690438112704,0.641690126490508,1,20904,2321,75,15," "," "
"144","GeneOntologyCellularComponent","GO:0065010","extracellular membrane-bounded organelle",0.017091830458138,0.103690438112704,0.641690126490508,1,20904,2327,75,15," "," "
"145","GeneOntologyCellularComponent","GO:0043230","extracellular organelle",0.017091830458138,0.103690438112704,0.641690126490508,1,20904,2327,75,15," "," "
"146","GeneOntologyCellularComponent","GO:0035577","azurophil granule membrane",0.0190467057696123,0.113038058154438,0.699538039915719,1,20904,59,75,2," "," "
"147","GeneOntologyCellularComponent","GO:0042582","azurophil granule",0.0198869757005561,0.113107174296913,0.699965766396716,1,20904,160,75,3," "," "
"148","GeneOntologyCellularComponent","GO:0005766","primary lysosome",0.0198869757005561,0.113107174296913,0.699965766396716,1,20904,160,75,3," "," "
"149","GeneOntologyCellularComponent","GO:0097180","serine protease inhibitor complex",0.0213373429086316,0.117320684432548,0.72604114905607,1,20904,6,75,1," "," "
"150","GeneOntologyCellularComponent","GO:0098791","Golgi apparatus subcompartment",0.021487304841126,0.117320684432548,0.72604114905607,1,20904,443,75,5," "," "
"151","HumanPheno","HP:0006899","Fusion of the cerebellar hemispheres",0.000529586110690465,0.380616729836106,1,1,5094,6,31,2," "," "
"152","HumanPheno","HP:0012693","Abnormal thalamic size",0.0015648099953733,0.380616729836106,1,1,5094,10,31,2," "," "
"153","HumanPheno","HP:0012695","Decreased thalamic volume",0.0015648099953733,0.380616729836106,1,1,5094,10,31,2," "," "
"154","HumanPheno","HP:0100032","Immunoglobulin abnormality",0.00160243113372119,0.380616729836106,1,1,5094,295,31,7," "," "
"155","HumanPheno","HP:0010701","Abnormal circulating immunoglobulin concentration",0.00160243113372119,0.380616729836106,1,1,5094,295,31,7," "," "
"156","HumanPheno","HP:0005372","Abnormality of B cell physiology",0.00163427408438902,0.380616729836106,1,1,5094,296,31,7," "," "
"157","HumanPheno","HP:0030099","Reduced muscle fiber alpha dystroglycan",0.00190530325326851,0.380616729836106,1,1,5094,11,31,2," "," "
"158","HumanPheno","HP:0030046","Hypoglycosylation of alpha-dystroglycan",0.00190530325326851,0.380616729836106,1,1,5094,11,31,2," "," "
"159","HumanPheno","HP:0000256","Macrocephaly",0.00194021877338176,0.380616729836106,1,1,5094,491,31,9," "," "
"160","HumanPheno","HP:0040194","Increased head circumference",0.00220374860129048,0.380616729836106,1,1,5094,500,31,9," "," "
"161","HumanPheno","HP:0030112","Abnormal muscle fiber alpha dystroglycan",0.00227770896210038,0.380616729836106,1,1,5094,12,31,2," "," "
"162","HumanPheno","HP:0002024","Malabsorption",0.00251796896106353,0.380616729836106,1,1,5094,235,31,6," "," "
"163","HumanPheno","HP:0006955","Olivopontocerebellar hypoplasia",0.00268165144286387,0.380616729836106,1,1,5094,13,31,2," "," "
"164","HumanPheno","HP:0031409","Abnormal lymphocyte physiology",0.00294590136700341,0.380616729836106,1,1,5094,328,31,7," "," "
"165","HumanPheno","HP:0033796","Abnormal leukocyte physiology",0.00294590136700341,0.380616729836106,1,1,5094,328,31,7," "," "
"166","HumanPheno","HP:0004332","Abnormal lymphocyte morphology",0.0030507105343904,0.380616729836106,1,1,5094,524,31,9," "," "
"167","HumanPheno","HP:0000768","Pectus carinatum",0.00399666369834607,0.380616729836106,1,1,5094,178,31,5," "," "
"168","HumanPheno","HP:0000654","Decreased light- and dark-adapted electroretinogram amplitude",0.00407898964808214,0.380616729836106,1,1,5094,16,31,2," "," "
"169","HumanPheno","HP:0007260","Type II lissencephaly",0.00407898964808214,0.380616729836106,1,1,5094,16,31,2," "," "
"170","HumanPheno","HP:0410243","Abnormal circulating IgM concentration",0.00413236495153483,0.380616729836106,1,1,5094,110,31,4," "," "
"171","HumanPheno","HP:0005368","Abnormality of humoral immunity",0.00424166187961313,0.380616729836106,1,1,5094,350,31,7," "," "
"172","HumanPheno","HP:0010987","Abnormal cellular immune system morphology",0.00425147164216342,0.380616729836106,1,1,5094,774,31,11," "," "
"173","HumanPheno","HP:0001881","Abnormal leukocyte morphology",0.00425147164216342,0.380616729836106,1,1,5094,774,31,11," "," "
"174","HumanPheno","HP:0000267","Cranial asymmetry",0.00460538483246863,0.380616729836106,1,1,5094,17,31,2," "," "
