"","Category","ID","Name","PValue","QValueFDRBH","QValueFDRBY","QValueBonferroni","TotalGenes","GenesInTerm","GenesInQuery","GenesInTermInQuery","Source","URL"
"38","GeneOntologyMolecularFunction","GO:0038023","signaling receptor activity",0.00176225649518221,0.0277515519661407,0.194341200139972,1,19968,2104,185,33," "," "
"39","GeneOntologyMolecularFunction","GO:0060089","molecular transducer activity",0.00176225649518221,0.0277515519661407,0.194341200139972,1,19968,2104,185,33," "," "
"40","GeneOntologyMolecularFunction","GO:0032813","tumor necrosis factor receptor superfamily binding",0.00179912816636244,0.0277515519661407,0.194341200139972,1,19968,56,185,4," "," "
"41","GeneOntologyMolecularFunction","GO:0016860","intramolecular oxidoreductase activity",0.00192107934358333,0.0278797177445857,0.195238731608853,1,19968,57,185,4," "," "
"42","GeneOntologyMolecularFunction","GO:0004112","cyclic-nucleotide phosphodiesterase activity",0.00194299491574908,0.0278797177445857,0.195238731608853,1,19968,27,185,3," "," "
"43","GeneOntologyMolecularFunction","GO:0005537","D-mannose binding",0.00194299491574908,0.0278797177445857,0.195238731608853,1,19968,27,185,3," "," "
"44","GeneOntologyMolecularFunction","GO:0016312","inositol bisphosphate phosphatase activity",0.00230440305296187,0.0315959263039439,0.221262949363495,1,19968,8,185,2," "," "
"45","GeneOntologyMolecularFunction","GO:0031727","CCR2 chemokine receptor binding",0.00230440305296187,0.0315959263039439,0.221262949363495,1,19968,8,185,2," "," "
"46","GeneOntologyMolecularFunction","GO:0016645","oxidoreductase activity, acting on the CH-NH group of donors",0.00264258846981607,0.0354451540407938,0.248218686430171,1,19968,30,185,3," "," "
"47","GeneOntologyMolecularFunction","GO:0015293","symporter activity",0.00277351180429058,0.0364097187924955,0.254973431955291,1,19968,150,185,6," "," "
"48","GeneOntologyMolecularFunction","GO:0008131","primary methylamine oxidase activity",0.00294477974385826,0.0370801857542968,0.259668641584275,1,19968,9,185,2," "," "
"49","GeneOntologyMolecularFunction","GO:0003993","acid phosphatase activity",0.00294477974385826,0.0370801857542968,0.259668641584275,1,19968,9,185,2," "," "
"50","GeneOntologyMolecularFunction","GO:0046943","carboxylic acid transmembrane transporter activity",0.00323055718930708,0.0398650757160493,0.279170933134854,1,19968,207,185,7," "," "
"51","GeneOntologyBiologicalProcess","GO:0006954","inflammatory response",1.12490842384543e-14,4.54125530706402e-11,4.03290565985361e-10,4.54125530706402e-11,20626,1043,182,39," "," "
"52","GeneOntologyBiologicalProcess","GO:0034097","response to cytokine",3.77440047314019e-14,7.61862735503348e-11,6.76579564523411e-10,1.5237254710067e-10,20626,1083,182,39," "," "
"53","GeneOntologyBiologicalProcess","GO:1901652","response to peptide",6.20669440542119e-14,8.35214177156178e-11,7.41720021114779e-10,2.50564253146853e-10,20626,1100,182,39," "," "
"54","GeneOntologyBiologicalProcess","GO:0071345","cellular response to cytokine stimulus",4.17014340581655e-12,4.20871723232035e-09,3.7375920090962e-08,1.68348689292814e-08,20626,967,182,34," "," "
"55","GeneOntologyBiologicalProcess","GO:0019221","cytokine-mediated signaling pathway",8.85615090488772e-12,7.15045624060634e-09,6.35003176289607e-08,3.57522812030317e-08,20626,577,182,26," "," "
"56","GeneOntologyBiologicalProcess","GO:0002237","response to molecule of bacterial origin",1.11476981920208e-11,7.50054293353134e-09,6.66092963361047e-08,4.50032576011881e-08,20626,491,182,24," "," "
"57","GeneOntologyBiologicalProcess","GO:0032496","response to lipopolysaccharide",2.34377256756432e-11,1.3516871221796e-08,1.20037881087853e-07,9.46180985525718e-08,20626,464,182,23," "," "
"58","GeneOntologyBiologicalProcess","GO:1901135","carbohydrate derivative metabolic process",3.53812690763044e-11,1.78542729076301e-08,1.58556595903665e-07,1.42834183261041e-07,20626,1226,182,37," "," "
"59","GeneOntologyBiologicalProcess","GO:0071621","granulocyte chemotaxis",4.58591641201101e-11,2.05703828392094e-08,1.82677272622307e-07,1.85133445552884e-07,20626,146,182,14," "," "
"60","GeneOntologyBiologicalProcess","GO:0060326","cell chemotaxis",7.98463259399214e-11,3.22339617819463e-08,2.86256812533098e-07,3.22339617819463e-07,20626,363,182,20," "," "
"61","GeneOntologyBiologicalProcess","GO:0006950","response to stress",5.04429362621466e-10,1.85125576082078e-07,1.6440255680048e-06,2.03638133690286e-06,20626,4430,182,76," "," "
"62","GeneOntologyBiologicalProcess","GO:0071216","cellular response to biotic stimulus",6.04757648114396e-10,1.99720388406484e-07,1.7736362092212e-06,2.44140662543782e-06,20626,364,182,19," "," "
"63","GeneOntologyBiologicalProcess","GO:0070887","cellular response to chemical stimulus",6.43142196998834e-10,1.99720388406484e-07,1.7736362092212e-06,2.59636504928429e-06,20626,2586,182,54," "," "
"64","GeneOntologyBiologicalProcess","GO:0097530","granulocyte migration",7.50890058389473e-10,2.16524511837022e-07,1.92286685121237e-06,3.0313431657183e-06,20626,180,182,14," "," "
"65","GeneOntologyBiologicalProcess","GO:0071219","cellular response to molecule of bacterial origin",9.60004504827096e-10,2.58369212399132e-07,2.29447275821635e-06,3.87553818598699e-06,20626,332,182,18," "," "
"66","GeneOntologyBiologicalProcess","GO:0012501","programmed cell death",1.04537303354679e-09,2.5935619574719e-07,2.3032377592159e-06,4.22017093642838e-06,20626,2387,182,51," "," "
"67","GeneOntologyBiologicalProcess","GO:0008219","cell death",1.09216133953486e-09,2.5935619574719e-07,2.3032377592159e-06,4.40905532770223e-06,20626,2390,182,51," "," "
"68","GeneOntologyBiologicalProcess","GO:0006935","chemotaxis",1.17277011570813e-09,2.63026275395206e-07,2.3358302561882e-06,4.7344729571137e-06,20626,517,182,22," "," "
"69","GeneOntologyBiologicalProcess","GO:0042330","taxis",1.2597944940339e-09,2.67673177495519e-07,2.37709751934337e-06,5.08579037241487e-06,20626,519,182,22," "," "
"70","GeneOntologyBiologicalProcess","GO:0030593","neutrophil chemotaxis",1.65509593185277e-09,3.15188241285349e-07,2.79905963494659e-06,6.68162227688963e-06,20626,102,182,11," "," "
"71","GeneOntologyBiologicalProcess","GO:0043067","regulation of programmed cell death",1.68395411069122e-09,3.15188241285349e-07,2.79905963494659e-06,6.79812274486047e-06,20626,1895,182,44," "," "
"72","GeneOntologyBiologicalProcess","GO:0006952","defense response",1.71764709147329e-09,3.15188241285349e-07,2.79905963494659e-06,6.93414130827768e-06,20626,2117,182,47," "," "
"73","GeneOntologyBiologicalProcess","GO:0030595","leukocyte chemotaxis",2.04827222092434e-09,3.59516302429198e-07,3.19271926557622e-06,8.26887495587156e-06,20626,267,182,16," "," "
"74","GeneOntologyBiologicalProcess","GO:1990868","response to chemokine",2.77091533467415e-09,4.47447408243181e-07,3.97359994797869e-06,1.11861852060795e-05,20626,107,182,11," "," "
"75","GeneOntologyBiologicalProcess","GO:1990869","cellular response to chemokine",2.77091533467415e-09,4.47447408243181e-07,3.97359994797869e-06,1.11861852060795e-05,20626,107,182,11," "," "
"76","GeneOntologyBiologicalProcess","GO:0009607","response to biotic stimulus",2.90394280043082e-09,4.50892964820739e-07,4.00419854612701e-06,1.17232170853392e-05,20626,1856,182,43," "," "
"77","GeneOntologyBiologicalProcess","GO:0050900","leukocyte migration",3.23935537480443e-09,4.72431704731526e-07,4.19547540730064e-06,1.30772776480855e-05,20626,449,182,20," "," "
"78","GeneOntologyBiologicalProcess","GO:0097529","myeloid leukocyte migration",3.29994062085741e-09,4.72431704731526e-07,4.19547540730064e-06,1.33218602864014e-05,20626,276,182,16," "," "
"79","GeneOntologyBiologicalProcess","GO:0042221","response to chemical",3.39373778479421e-09,4.72431704731526e-07,4.19547540730064e-06,1.37005194372142e-05,20626,4519,182,75," "," "
"80","GeneOntologyBiologicalProcess","GO:0071222","cellular response to lipopolysaccharide",3.54929693903278e-09,4.77617058095845e-07,4.24152443893904e-06,1.43285117428754e-05,20626,318,182,17," "," "
"81","GeneOntologyBiologicalProcess","GO:1901701","cellular response to oxygen-containing compound",3.76227505817813e-09,4.89945303544036e-07,4.35100661398155e-06,1.51883044098651e-05,20626,1450,182,37," "," "
"82","GeneOntologyBiologicalProcess","GO:0009605","response to external stimulus",7.2435069351649e-09,9.13813671789396e-07,8.11521061869934e-06,2.92420374972607e-05,20626,2766,182,54," "," "
"83","GeneOntologyBiologicalProcess","GO:0044419","biological process involved in interspecies interaction between organisms",8.23650635348402e-09,1.00759927724288e-06,8.94808275089988e-06,3.3250776149015e-05,20626,1996,182,44," "," "
"84","GeneOntologyBiologicalProcess","GO:0070098","chemokine-mediated signaling pathway",1.44668465963012e-08,1.71772528556671e-06,1.52544253908382e-05,5.8402659709268e-05,20626,97,182,10," "," "
"85","GeneOntologyBiologicalProcess","GO:1990266","neutrophil migration",2.18101747690208e-08,2.51564787264391e-06,2.23404540326173e-05,8.80476755425368e-05,20626,130,182,11," "," "
"86","GeneOntologyBiologicalProcess","GO:0051707","response to other organism",4.38893306159562e-08,4.92170076935043e-06,4.37076392907134e-05,0.000177181227696615,20626,1810,182,40," "," "
"87","GeneOntologyBiologicalProcess","GO:0043207","response to external biotic stimulus",4.59145105518835e-08,5.00964538102577e-06,4.44886399132228e-05,0.000185356879097954,20626,1813,182,40," "," "
"88","GeneOntologyBiologicalProcess","GO:0042981","regulation of apoptotic process",6.95697385062294e-08,7.39086932499074e-06,6.5635329257152e-05,0.000280853034349648,20626,1841,182,40," "," "
"89","GeneOntologyBiologicalProcess","GO:0043069","negative regulation of programmed cell death",1.31695088075777e-07,1.3632130014408e-05,0.000121061447933676,0.000531653070561911,20626,1171,182,30," "," "
"90","GeneOntologyBiologicalProcess","GO:0009617","response to bacterium",1.42578248754185e-07,1.43897097555162e-05,0.000127789208033297,0.000575588390220647,20626,916,182,26," "," "
"91","GeneOntologyBiologicalProcess","GO:0002376","immune system process",1.74222204381823e-07,1.71545131485224e-05,0.000152342311741633,0.000703335039089418,20626,3207,182,56," "," "
"92","GeneOntologyBiologicalProcess","GO:0071396","cellular response to lipid",1.99457240366547e-07,1.91716399847559e-05,0.000170255601535833,0.000805208879359749,20626,748,182,23," "," "
"93","GeneOntologyBiologicalProcess","GO:0006915","apoptotic process",2.25412088816605e-07,2.1162525640759e-05,0.00018793585399318,0.000909988602552635,20626,2315,182,45," "," "
"94","GeneOntologyBiologicalProcess","GO:1903510","mucopolysaccharide metabolic process",2.53832164061409e-07,2.28138970917407e-05,0.000202601017743885,0.00102472044631591,20626,100,182,9," "," "
"95","GeneOntologyBiologicalProcess","GO:0007249","canonical NF-kappaB signal transduction",2.54304030004541e-07,2.28138970917407e-05,0.000202601017743885,0.00102662536912833,20626,330,182,15," "," "
"96","GeneOntologyBiologicalProcess","GO:0035556","intracellular signal transduction",2.73240152360787e-07,2.36357854664161e-05,0.000209899876878364,0.0011030704950805,20626,3337,182,57," "," "
"97","GeneOntologyBiologicalProcess","GO:0006022","aminoglycan metabolic process",2.75175109467812e-07,2.36357854664161e-05,0.000209899876878364,0.00111088191692156,20626,132,182,10," "," "
"98","GeneOntologyBiologicalProcess","GO:0044281","small molecule metabolic process",3.27673347861816e-07,2.75586938607948e-05,0.000244737643964851,0.00132281730531815,20626,2029,182,41," "," "
"99","GeneOntologyBiologicalProcess","GO:1901700","response to oxygen-containing compound",3.45270700393819e-07,2.80126266789605e-05,0.000248768838222364,0.00139385781748985,20626,2033,182,41," "," "
"100","GeneOntologyBiologicalProcess","GO:0006955","immune response",3.46948559313357e-07,2.80126266789605e-05,0.000248768838222364,0.00140063133394802,20626,2270,182,44," "," "
"101","GeneOntologyCellularComponent","GO:0005788","endoplasmic reticulum lumen",1.36193566672198e-10,4.6301966574372e-08,2.99200074480715e-07,4.88934904353191e-08,20904,332,185,19," "," "
"102","GeneOntologyCellularComponent","GO:0005783","endoplasmic reticulum",2.57949674509036e-10,4.6301966574372e-08,2.99200074480715e-07,9.2603933148744e-08,20904,2209,185,50," "," "
"103","GeneOntologyCellularComponent","GO:0031984","organelle subcompartment",1.41297280909113e-09,1.48817742347064e-07,9.61649858279208e-07,5.07257238463716e-07,20904,1664,185,41," "," "
"104","GeneOntologyCellularComponent","GO:0005615","extracellular space",1.65813640498122e-09,1.48817742347064e-07,9.61649858279208e-07,5.95270969388257e-07,20904,3718,185,67," "," "
"105","GeneOntologyCellularComponent","GO:0031090","organelle membrane",3.00741414646404e-09,2.15932335716118e-07,1.39533967364611e-06,1.07966167858059e-06,20904,4034,185,70," "," "
"106","GeneOntologyCellularComponent","GO:0005576","extracellular region",3.79958464088711e-09,2.27341814346412e-07,1.46906692776796e-06,1.36405088607847e-06,20904,4690,185,77," "," "
"107","GeneOntologyCellularComponent","GO:0031982","vesicle",3.48745241158257e-07,1.78856487965449e-05,0.000115575813469316,0.000125199541575814,20904,4427,185,69," "," "
"108","GeneOntologyCellularComponent","GO:0031410","cytoplasmic vesicle",6.41592262305981e-07,2.50996158122754e-05,0.000162191964533679,0.000230331622167847,20904,2805,185,50," "," "
"109","GeneOntologyCellularComponent","GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network",6.45288495694601e-07,2.50996158122754e-05,0.000162191964533679,0.000231658569954362,20904,1327,185,31," "," "
"110","GeneOntologyCellularComponent","GO:0097708","intracellular vesicle",6.99153643795971e-07,2.50996158122754e-05,0.000162191964533679,0.000250996158122754,20904,2813,185,50," "," "
"111","GeneOntologyCellularComponent","GO:0005789","endoplasmic reticulum membrane",1.15743371002683e-06,3.77744274454212e-05,0.000244095712154742,0.000415518701899633,20904,1293,185,30," "," "
"112","GeneOntologyCellularComponent","GO:0098827","endoplasmic reticulum subcompartment",1.2729959606961e-06,3.80837958241582e-05,0.000246094829013232,0.000457005549889898,20904,1299,185,30," "," "
"113","GeneOntologyCellularComponent","GO:0098588","bounding membrane of organelle",2.66492386255052e-06,7.35928974350489e-05,0.000475552163825493,0.000956707666655635,20904,2354,185,43," "," "
"114","GeneOntologyCellularComponent","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment",4.70200513787815e-06,0.00012057284603559,0.00077913331081207,0.00168801984449826,20904,141,185,9," "," "
"115","GeneOntologyCellularComponent","GO:0005794","Golgi apparatus",2.85106120572853e-05,0.000682353981904361,0.00440932377850662,0.0102353097285654,20904,1757,185,33," "," "
"116","GeneOntologyCellularComponent","GO:0009986","cell surface",4.8296735600884e-05,0.00108365800504484,0.00700252235075688,0.0173385280807174,20904,1111,185,24," "," "
"117","GeneOntologyCellularComponent","GO:0070062","extracellular exosome",5.17919939595566e-05,0.00109372504891064,0.00706757488518023,0.0185933258314808,20904,2224,185,38," "," "
"118","GeneOntologyCellularComponent","GO:1903561","extracellular vesicle",5.82546824161022e-05,0.00110638355308933,0.00714937325516943,0.0209134309873807,20904,2321,185,39," "," "
"119","GeneOntologyCellularComponent","GO:0065010","extracellular membrane-bounded organelle",6.16369667459234e-05,0.00110638355308933,0.00714937325516943,0.0221276710617865,20904,2327,185,39," "," "
"120","GeneOntologyCellularComponent","GO:0043230","extracellular organelle",6.16369667459234e-05,0.00110638355308933,0.00714937325516943,0.0221276710617865,20904,2327,185,39," "," "
"121","GeneOntologyCellularComponent","GO:0005764","lysosome",0.000110736555411428,0.00180701924512286,0.0116768321678176,0.0397544233927028,20904,811,185,19," "," "
"122","GeneOntologyCellularComponent","GO:0000323","lytic vacuole",0.000110736555411428,0.00180701924512286,0.0116768321678176,0.0397544233927028,20904,811,185,19," "," "
"123","GeneOntologyCellularComponent","GO:0005773","vacuole",0.000178617200919186,0.00278798152739077,0.0180157419298014,0.0641235751299877,20904,913,185,20," "," "
"124","GeneOntologyCellularComponent","GO:0000139","Golgi membrane",0.000239019782738008,0.00357533758345604,0.0231035817786592,0.0858081020029449,20904,721,185,17," "," "
"125","GeneOntologyCellularComponent","GO:0098791","Golgi apparatus subcompartment",0.000608830710841759,0.00874280900768765,0.0564954212488823,0.218570225192191,20904,443,185,12," "," "
"126","GeneOntologyCellularComponent","GO:0033116","endoplasmic reticulum-Golgi intermediate compartment membrane",0.00076500204936225,0.0101779581411532,0.0657692547249205,0.274635735721048,20904,81,185,5," "," "
"127","GeneOntologyCellularComponent","GO:0071159","NF-kappaB complex",0.000765473174961381,0.0101779581411532,0.0657692547249205,0.274804869811136,20904,5,185,2," "," "
"128","GeneOntologyCellularComponent","GO:0140534","endoplasmic reticulum protein-containing complex",0.000870066396129094,0.0111554941503695,0.0720860241497203,0.312353836210345,20904,125,185,6," "," "
"129","GeneOntologyCellularComponent","GO:0005801","cis-Golgi network",0.000951943681759614,0.0117844062673,0.076150010328908,0.341747781751701,20904,85,185,5," "," "
"130","GeneOntologyCellularComponent","GO:0005797","Golgi medial cisterna",0.0010600856100362,0.0126856911334332,0.0819740501921441,0.380570734002995,20904,23,185,3," "," "
"131","GeneOntologyCellularComponent","GO:0031965","nuclear membrane",0.00113587236762314,0.0128064498319784,0.0827543844688943,0.407778179976706,20904,349,185,10," "," "
"132","GeneOntologyCellularComponent","GO:0031905","early endosome lumen",0.00114152199059417,0.0128064498319784,0.0827543844688943,0.409806394623309,20904,6,185,2," "," "
"133","GeneOntologyCellularComponent","GO:0031985","Golgi cisterna",0.00129590500345703,0.014097875643669,0.0910994878766188,0.465229896241075,20904,135,185,6," "," "
"134","GeneOntologyCellularComponent","GO:0071682","endocytic vesicle lumen",0.00135896004529439,0.0143490193017849,0.0927223606566109,0.487866656260687,20904,25,185,3," "," "
"135","GeneOntologyCellularComponent","GO:0030135","coated vesicle",0.00143148803664407,0.0146829772901492,0.0948803738552839,0.51390420515522,20904,360,185,10," "," "
"136","GeneOntologyCellularComponent","GO:0030141","secretory granule",0.00168912891820087,0.0168443689342809,0.108847135717709,0.606397281634111,20904,1014,185,19," "," "
"137","GeneOntologyCellularComponent","GO:0043202","lysosomal lumen",0.00179730664133988,0.017438732006514,0.112687868382812,0.645233084241016,20904,98,185,5," "," "
"138","GeneOntologyCellularComponent","GO:0005637","nuclear inner membrane",0.00184907302219972,0.01746887407815,0.112882644344736,0.663817214969699,20904,59,185,4," "," "
"139","GeneOntologyCellularComponent","GO:0030139","endocytic vesicle",0.00229584066017882,0.0211335076154922,0.136563250341377,0.824206797004197,20904,384,185,10," "," "
"140","GeneOntologyCellularComponent","GO:0010008","endosome membrane",0.00280544998949317,0.0251789136557012,0.162704381660089,1,20904,602,185,13," "," "
"141","GeneOntologyCellularComponent","GO:0030134","COPII-coated ER to Golgi transport vesicle",0.00297558931035252,0.0260545503028428,0.168362684523359,1,20904,110,185,5," "," "
"142","GeneOntologyCellularComponent","GO:0008303","caspase complex",0.00334561239934669,0.0284962632790492,0.184140863257258,1,20904,10,185,2," "," "
"143","GeneOntologyCellularComponent","GO:0099503","secretory vesicle",0.00346257692054868,0.0284962632790492,0.184140863257258,1,20904,1246,185,21," "," "
"144","GeneOntologyCellularComponent","GO:0031968","organelle outer membrane",0.00349257822918709,0.0284962632790492,0.184140863257258,1,20904,279,185,8," "," "
"145","GeneOntologyCellularComponent","GO:0019867","outer membrane",0.00364622993427455,0.0290888121423236,0.187969872630767,1,20904,281,185,8," "," "
"146","GeneOntologyCellularComponent","GO:0000138","Golgi trans cisterna",0.00406534876852647,0.0317273958239348,0.205020216114421,1,20904,11,185,2," "," "
"147","GeneOntologyCellularComponent","GO:0005795","Golgi stack",0.0042264397740626,0.0322828059337973,0.208609237456987,1,20904,171,185,6," "," "
"148","GeneOntologyCellularComponent","GO:1904813","ficolin-1-rich granule lumen",0.00495912695230521,0.0370901369974494,0.239673875067741,1,20904,124,185,5," "," "
"149","GeneOntologyCellularComponent","GO:0005775","vacuolar lumen",0.00513042777029483,0.0375882361129764,0.242892556767256,1,20904,178,185,6," "," "
"150","GeneOntologyCellularComponent","GO:0030140","trans-Golgi network transport vesicle",0.00529738602645008,0.0380352316699116,0.245781010839995,1,20904,40,185,3," "," "
"151","MousePheno","MP:0001545","abnormal hematopoietic system physiology",1.71425882877181e-10,2.70264457614281e-07,2.33639167289318e-06,5.4667714049533e-07,13979,1626,158,48," "," "
"152","MousePheno","MP:0002419","abnormal innate immunity",3.27314346339281e-10,2.70264457614281e-07,2.33639167289318e-06,1.04380545047597e-06,13979,667,158,29," "," "
"153","MousePheno","MP:0012382","abnormal blood cell physiology",3.29779035044479e-10,2.70264457614281e-07,2.33639167289318e-06,1.05166534275684e-06,13979,1541,158,46," "," "
"154","MousePheno","MP:0003009","abnormal cytokine secretion",3.38995870322083e-10,2.70264457614281e-07,2.33639167289318e-06,1.08105783045712e-06,13979,668,158,29," "," "
"155","MousePheno","MP:0002723","abnormal immune serum protein physiology",4.24743844999327e-10,2.7090162434057e-07,2.34189987418124e-06,1.35450812170285e-06,13979,1165,158,39," "," "
"156","MousePheno","MP:0001819","abnormal immune cell physiology",5.45410437522367e-10,2.89885647543138e-07,2.50601362454272e-06,1.73931388525883e-06,13979,1450,158,44," "," "
"157","MousePheno","MP:0002421","abnormal cell-mediated immunity",7.24378266441707e-10,3.18926926482432e-07,2.75707069243424e-06,2.3100422916826e-06,13979,1463,158,44," "," "
